game,table_slug,category,local_index,pointer_table_offset,pointer_value,text_rom_offset,text_gba_address,text_length,codec,decoded_text,notes
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,12,0x0056F030,0x081DDE1D,0x001DDE1D,0x081DDE1D,5,rotdd,Robot,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,13,0x0056F034,0x081DDE23,0x001DDE23,0x081DDE23,8,rotdd,Werewolf,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,14,0x0056F038,0x081DDE2C,0x001DDE2C,0x081DDE2C,7,rotdd,Samurai,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,15,0x0056F03C,0x081DDE34,0x001DDE34,0x081DDE34,5,rotdd,Ninja,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,16,0x0056F040,0x081DDE3A,0x001DDE3A,0x081DDE3A,6,rotdd,Shaman,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,17,0x0056F044,0x081DDE41,0x001DDE41,0x081DDE41,8,rotdd,Assassin,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,18,0x0056F048,0x081DDE4A,0x001DDE4A,0x081DDE4A,4,rotdd,Hero,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,19,0x0056F04C,0x081DDE4F,0x001DDE4F,0x081DDE4F,7,rotdd,Paladin,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,20,0x0056F050,0x081DDE57,0x001DDE57,0x081DDE57,9,rotdd,Gladiator,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,21,0x0056F054,0x081DDE61,0x001DDE61,0x081DDE61,11,rotdd,Steam Baron,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,22,0x0056F058,0x081DDE6D,0x001DDE6D,0x081DDE6D,6,rotdd,Wizard,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,23,0x0056F05C,0x081DDE74,0x001DDE74,0x081DDE74,11,rotdd,Master Monk,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,24,0x0056F060,0x081DDE80,0x001DDE80,0x081DDE80,5,rotdd,Vicar,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,25,0x0056F064,0x081DDE86,0x001DDE86,0x081DDE86,9,rotdd,Bowmaster,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,26,0x0056F068,0x081DDE90,0x001DDE90,0x081DDE90,9,rotdd,Strike KT,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,27,0x0056F06C,0x081DDE9A,0x001DDE9A,0x081DDE9A,11,rotdd,Sky Warrior,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,28,0x0056F070,0x081DDEA6,0x001DDEA6,0x081DDEA6,8,rotdd,Sky Lord,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,29,0x0056F074,0x081DDEAF,0x001DDEAF,0x081DDEAF,10,rotdd,Great DRGN,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,30,0x0056F078,0x081DDEBA,0x001DDEBA,0x081DDEBA,6,rotdd,Cyborg,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,31,0x0056F07C,0x081DDEC1,0x001DDEC1,0x081DDEC1,10,rotdd,Wolf Baron,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,32,0x0056F080,0x081DDECC,0x001DDECC,0x081DDECC,11,rotdd,Swordmaster,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,33,0x0056F084,0x081DDED8,0x001DDED8,0x081DDED8,11,rotdd,Super Ninja,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,34,0x0056F088,0x081DDEE4,0x001DDEE4,0x081DDEE4,4,rotdd,Guru,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,35,0x0056F08C,0x081DDEE9,0x001DDEE9,0x081DDEE9,10,rotdd,Terminator,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,36,0x0056F090,0x081DDEF4,0x001DDEF4,0x081DDEF4,6,rotdd,Yogurt,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,37,0x0056F094,0x081DDEFB,0x001DDEFB,0x081DDEFB,9,rotdd,Magic Egg,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,38,0x0056F098,0x081DDF05,0x001DDF05,0x081DDF05,11,rotdd,Card Master,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,39,0x0056F09C,0x081DDF11,0x001DDF11,0x081DDF11,6,rotdd,Goblin,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,40,0x0056F0A0,0x081DDF18,0x001DDF18,0x081DDF18,8,rotdd,Bowrider,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,41,0x0056F0A4,0x081DDF21,0x001DDF21,0x081DDF21,11,rotdd,Rune Knight,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,42,0x0056F0A8,0x081DDF2D,0x001DDF2D,0x081DDF2D,9,rotdd,Silver KT,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,43,0x0056F0AC,0x081DDF37,0x001DDF37,0x081DDF37,8,rotdd,Dullahan,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,44,0x0056F0B0,0x081DDF40,0x001DDF40,0x081DDF40,10,rotdd,Dark Dwarf,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,45,0x0056F0B4,0x081DDF4B,0x001DDF4B,0x081DDF4B,7,rotdd,Centaur,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,46,0x0056F0B8,0x081DDF53,0x001DDF53,0x081DDF53,6,rotdd,Sniper,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,47,0x0056F0BC,0x081DDF5A,0x001DDF5A,0x081DDF5A,8,rotdd,Dark Elf,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,48,0x0056F0C0,0x081DDF63,0x001DDF63,0x081DDF63,9,rotdd,Lizardman,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,49,0x0056F0C4,0x081DDF6D,0x001DDF6D,0x081DDF6D,9,rotdd,Dark Mage,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,50,0x0056F0C8,0x081DDF77,0x001DDF77,0x081DDF77,11,rotdd,Dark Priest,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,51,0x0056F0CC,0x081DDF83,0x001DDF83,0x081DDF83,11,rotdd,High Priest,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,52,0x0056F0D0,0x081DDF8F,0x001DDF8F,0x081DDF8F,8,rotdd,Cerberus,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,53,0x0056F0D4,0x081DDF98,0x001DDF98,0x081DDF98,9,rotdd,Hellhound,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,54,0x0056F0D8,0x081DDFA2,0x001DDFA2,0x081DDFA2,8,rotdd,Gargoyle,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,55,0x0056F0DC,0x081DDFAB,0x001DDFAB,0x081DDFAB,6,rotdd,Belial,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,56,0x0056F0E0,0x081DDFB2,0x001DDFB2,0x081DDFB2,5,rotdd,Golem,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,57,0x0056F0E4,0x081DDFB8,0x001DDFB8,0x081DDFB8,11,rotdd,Green Golem,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,58,0x0056F0E8,0x081DDFC4,0x001DDFC4,0x081DDFC4,11,rotdd,Dark Priest,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,59,0x0056F0EC,0x081DDFD0,0x001DDFD0,0x081DDFD0,6,rotdd,Zombie,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,60,0x0056F0F0,0x081DDFD7,0x001DDFD7,0x081DDFD7,9,rotdd,Dark Mage,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,61,0x0056F0F4,0x081DDFE1,0x001DDFE1,0x081DDFE1,11,rotdd,Master Mage,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,62,0x0056F0F8,0x081DDFED,0x001DDFED,0x081DDFED,11,rotdd,Demonmaster,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
sf-rotdd,class_enemy_type_names_partial,class_or_enemy_type,63,0x0056F0FC,0x081DDFF9,0x001DDFF9,0x081DDFF9,9,rotdd,Giant Bat,Confirmed contiguous table after item names. Current export is partial and should not be treated as complete.
